id,province,city,latitude,longitude
8207,82,KABUPATEN PULAU MOROTAI,2.31292335,128.4418555663806
8208,82,KABUPATEN PULAU TALIABU,-1.83147585,124.82997906132019
8271,82,KOTA TERNATE,0.7852338,127.3831752
8272,82,KOTA TIDORE KEPULAUAN,0.6786796,127.4483156
9101,91,KABUPATEN FAKFAK,-3.27040235,133.08884774738942
9102,91,KABUPATEN KAIMANA,-3.51583585,134.3165746374882
9103,91,KABUPATEN TELUK WONDAMA,-2.63252505,134.5661466112706
9104,91,KABUPATEN TELUK BINTUNI,-2.1138854,133.5287755
9105,91,KABUPATEN MANOKWARI,-0.9776762,133.7538039365594
9106,91,KABUPATEN SORONG SELATAN,-1.6430519499999998,132.25495264440897
9107,91,KABUPATEN SORONG,-1.154763,131.5336145421483
9108,91,KABUPATEN RAJA AMPAT,-0.7125553,130.30344727618905
9109,91,KABUPATEN TAMBRAUW,-0.85012825,132.7243580581813
9110,91,KABUPATEN MAYBRAT,-1.40394355,132.58714953379473
9111,91,KABUPATEN MANOKWARI SELATAN,-1.5250221,134.07102927460716
9112,91,KABUPATEN PEGUNUNGAN ARFAK,-1.2611918,133.64920593790498
9171,91,KOTA SORONG,-0.8634105,131.2544805
9401,94,KABUPATEN MERAUKE,-7.7925193,140.01832515
9402,94,KABUPATEN JAYAWIJAYA,-4.1152786500000005,138.9650305928116
9403,94,KABUPATEN JAYAPURA,-3.03711605,139.9470355822034
9404,94,KABUPATEN NABIRE,-3.34679705,135.95027197764264
9408,94,KABUPATEN KEPULAUAN YAPEN,-1.7558371,136.36645232326111
9409,94,KABUPATEN BIAK NUMFOR,-1.159205,136.078521
9410,94,KABUPATEN PANIAI,-3.7426380999999997,136.37780657611273
9411,94,KABUPATEN PUNCAK JAYA,-3.7009102,137.9649142
9412,94,KABUPATEN MIMIKA,-4.5875258500000005,136.94779637745836
9413,94,KABUPATEN BOVEN DIGOEL,-6.1058244,140.3130821
9414,94,KABUPATEN MAPPI,-6.329553300000001,139.2877311769568
9415,94,KABUPATEN ASMAT,-5.53144865,138.78969207926625
9416,94,KABUPATEN YAHUKIMO,-4.3739457999999996,139.46481619972155
9417,94,KABUPATEN PEGUNUNGAN BINTANG,-4.47549205,140.55767765000002
9418,94,KABUPATEN TOLIKARA,-3.4496601,138.34912941377996
9419,94,KABUPATEN SARMI,-1.8546889,138.7492642
9420,94,KABUPATEN KEEROM,-3.3335921500000003,140.67266248352973
9426,94,KABUPATEN WAROPEN,-2.71879645,136.65041114488832
9427,94,KABUPATEN SUPIORI,-0.7535972,135.63496449965294
9428,94,KABUPATEN MAMBERAMO RAYA,-2.39570045,137.81688352876023
9429,94,KABUPATEN NDUGA,-4.443120199999999,138.22483809556405
9430,94,KABUPATEN LANNY JAYA,-3.9977349,138.37311646689645
9431,94,KABUPATEN MAMBERAMO TENGAH,-3.53354585,139.0177409193763
9432,94,KABUPATEN YALIMO,-3.7353308,139.55058153295795
9433,94,KABUPATEN PUNCAK,-3.62565005,137.4892466832411
9434,94,KABUPATEN DOGIYAI,-4.00475095,135.71669639990017
9435,94,KABUPATEN INTAN JAYA,-3.5229883,136.71846614467228
9436,94,KABUPATEN DEIYAI,-4.18793855,136.44531264172787
9471,94,KOTA JAYAPURA,-2.5387539,140.7037389
